codigo;codempresa;codigo_administrativo;codigo_unit;razao_social;nome_fantasia;responsavel;cnpj;contato_nome;contato_ddd1;contato_telefone1;inscricao_estadual;inscricao_municipal;ramo_atividade;tratamento;estado_civil;oab;cpf;rg;nascimento;profissao;nacionalidade;logradouro;numero;complemento;bairro;cep;cidade;uf;ddd1;telefone1;ddd2;telefone2;ddd3;telefone3;email1;email2;site;observacoes;cliente;tipocliente;ativo;inclusao;matricula;grupo_cliente;contato_nome2;contato_nome3;contato_ddd2;contato_ddd3;contato_telefone2;contato_telefone3;contato_setor1;contato_setor2;contato_setor3;contato_email1;contato_email2;contato_email3;ddd_comercial;telefone_comercial;pis;nome_pai;nome_mae;pac;visualizado_relatorio_pac;pac_regional;cod_fase_cliente;migracao;razao_social_2;migracao2;cpf_cnpj;escritorio;cod_perfil_cliente;campo_livre1;campo_livre2;cod_campo_livre2;cod_terceiro_categoria;numero_pasta;migracao_parceiro;cod_cliente_estado_civil;cod_usuario;cod_estado_brasil;migracao3;cod_escolaridade
13261710;92577;;0;Fulano(a) 694;;;12.345.678/0001-659;;;;;;;;;;;12.123.123-692;;;;Rua dos Candidatos, Escola Advbox, n 694;;;São Francisco;;Ribeirao do Pinhal;PR;;(00) 1234-5098;;(00) 9999-1802;;;;;;;JU;2;1;02/05/2016 17:31;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 694;;12.345.678/0001-659;;0;;;;;;;;;;;
5649610;92577;;0;Fulano(a) 695;;;12.345.678/0001-660;;;;;;;;;;;12.123.123-693;;;;Rua dos Candidatos, Escola Advbox, n 695;;;Iguaçu;;Ribei. Pinhal;PR;;(00) 1234-5099;;(00) 9999-1803;;;;;;;JU;2;1;29/03/2013 14:29;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 695;;12.345.678/0001-660;;0;;;;;;;;;;;
12822715;92577;;0;Fulano(a) 696;;;12.345.678/0001-661;;;;;;;;CA;;;12.123.123-694;15/10/1979 00:00;Mecânico;Brasileira;Rua dos Candidatos, Escola Advbox, n 696;;;Ideal;;Floripa;SC;;(00) 1234-5100;;(00) 9999-1804;;;;;;;FI;1;0;23/02/2016 14:34;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 696;;12.345.678/0001-661;;0;;;6279;;546;;;;;;
15953730;92577;;0;Fulano(a) 697;;;12.345.678/0001-662;;;;;;;;;;;12.123.123-695;27/07/1974 00:00;;;Rua dos Candidatos, Escola Advbox, n 697;;;;;Florianopolis;SC;;(00) 1234-5101;;(00) 9999-1805;;;;;;;FI;1;0;29/08/2017 16:06;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 697;;12.345.678/0001-662;;0;;;;;723;;;;;;
105212042;92577;;0;Fulano(a) 698;;;12.345.678/0001-663;;;;;;;;;;;12.123.123-696;28/10/1961 00:00;;;Rua dos Candidatos, Escola Advbox, n 698;;;;;Florianopolis;SC;;(00) 1234-5102;;(00) 9999-1806;;;;;;;FI;1;0;01/06/2021 17:45;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 698;;12.345.678/0001-663;;100040203;;;;;1273;;;;;;
15232929;92577;;0;Fulano(a) 699;;;12.345.678/0001-664;;;;;;;;CA;;;12.123.123-697;06/01/1961 00:00;Mecanico;Brasileira;Rua dos Candidatos, Escola Advbox, n 699;;;Iguaçu;;Florianopolis;SC;;(00) 1234-5103;;(00) 9999-1807;;;;;;;FI;1;1;18/04/2017 10:21;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 699;;12.345.678/0001-664;;0;;;6279;;666;;;;;;
14300367;92577;;0;Fulano(a) 700;;;12.345.678/0001-665;;;;;;;;SO;;;12.123.123-698;19/09/1990 00:00;Industriário;Brasileira;Rua dos Candidatos, Escola Advbox, n 700;;;Bethânia;;Floripa;Sc;;(00) 1234-5104;;(00) 9999-1808;;;;;;;FI;1;1;20/10/2016 15:51;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 700;;12.345.678/0001-665;;0;;;6279;;599;;;;;;
10077646;92577;;0;Fulano(a) 701;;;12.345.678/0001-666;;;;;;;;SO;;;12.123.123-699;10/01/1992 00:00;Consultor;Brasileiro;Rua dos Candidatos, Escola Advbox, n 701;;;Bethânia;;Floripa;SC;;(00) 1234-5105;;(00) 9999-1809;;;;;;;FI;1;0;08/01/2015 17:50;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 701;;12.345.678/0001-666;;0;;;6279;;401;;;;;;
5859678;92577;;0;Fulano(a) 702;;;12.345.678/0001-667;;;;;;;;CA;;;12.123.123-700;08/06/1961 00:00;Metalúrgico;Brasileira;Rua dos Candidatos, Escola Advbox, n 702;;;Centro;;Florianopolis;SC;;(00) 1234-5106;;(00) 9999-1810;;;;;;;FI;1;1;29/04/2013 18:14;;57759;;;;;(33) 3298-7328;;;;;;;;;;;;;0;0;;1;;FULANO(A) 702;;12.345.678/0001-667;;0;;;6279;;179;;;;;;
15417691;92577;;0;Fulano(a) 703;;;12.345.678/0001-668;;;;;;;;CA;;;12.123.123-701;02/09/1979 00:00;Administrador;Brasileira;Rua dos Candidatos, Escola Advbox, n 703;;;Jardim Panorama;;Florianopolis;SC;;(00) 1234-5107;;(00) 9999-1811;;;;;;;FI;1;0;23/05/2017 09:40;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 703;;12.345.678/0001-668;;0;;;100001681;;685;;;;;;
7312369;92577;;0;Fulano(a) 704;;;12.345.678/0001-669;;;;;;;;CA;;;12.123.123-702;09/03/1964 00:00;Operador;Brasileiro;Rua dos Candidatos, Escola Advbox, n 704;;;Manoel Maia;;Florianopolis;SC;;(00) 1234-5108;;(00) 9999-1812;;;;;;;FI;1;1;11/11/2013 11:40;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 704;;12.345.678/0001-669;;0;;;6279;;256;;;;;;
9687831;92577;;0;Fulano(a) 705;;;12.345.678/0001-670;;;;;;;;;;;12.123.123-703;;;;Rua dos Candidatos, Escola Advbox, n 705;;;Centro;;Floripa;Sc;;(00) 1234-5109;;(00) 9999-1813;;;;;;;JU;2;1;24/10/2014 11:21;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 705;;12.345.678/0001-670;;0;;;;;;;;;;;
13534472;92577;;0;Fulano(a) 706;;;12.345.678/0001-671;;;;;;;;;;;12.123.123-704;;;;Rua dos Candidatos, Escola Advbox, n 706;;;Iguaçu;;Floripa;Sc;;(00) 1234-5110;;(00) 9999-1814;;;;;;;JU;2;1;14/06/2016 15:22;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 706;;12.345.678/0001-671;;0;;;;;;;;;;;
13721337;92577;;0;Fulano(a) 707;;;12.345.678/0001-672;;;;;;;;CA;;;12.123.123-705;25/06/1971 00:00;Eletricista;Brasileira;Rua dos Candidatos, Escola Advbox, n 707;;;Bom Jardim;;Floripa;SC;;(00) 1234-5111;;(00) 9999-1815;;;;;;;FI;1;1;14/07/2016 10:49;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 707;;12.345.678/0001-672;;0;;;6279;;575;;;;;;
9517521;92577;;0;Fulano(a) 708;;;12.345.678/0001-673;;;;;;;;CA;;;12.123.123-706;08/12/1962 00:00;Industriário;Brasileiro;Rua dos Candidatos, Escola Advbox, n 708;;;Vila Celeste;;Rib. Do Pinhal;PR;;(00) 1234-5112;;(00) 9999-1816;;;;;;;FI;1;1;01/10/2014 10:03;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 708;;12.345.678/0001-673;;0;;;6279;;371;;;;;;
4350559;92577;;0;Fulano(a) 709;;;12.345.678/0001-674;;;;;;;;CA;;;12.123.123-707;18/04/1951 00:00;Auxiliar Administrativo;Brasileira;Rua dos Candidatos, Escola Advbox, n 709;;;Canaã;;Ribeirao do Pinhal;PR;;(00) 1234-5113;;(00) 9999-1817;;;;;;;FI;1;0;01/08/2012 14:00;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 709;;12.345.678/0001-674;;0;;;6279;;22;;;;;;
12506630;92577;;0;Fulano(a) 710;;;12.345.678/0001-675;;;;;;;;DV;;;12.123.123-708;04/05/1967 00:00;Comerciante;Brasileira;Rua dos Candidatos, Escola Advbox, n 710;;;Esperança;;Ribei. Pinhal;PR;;(00) 1234-5114;;(00) 9999-1818;;;;;;;FI;2;1;23/12/2015 10:46;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 710;;12.345.678/0001-675;;0;;;;;;;;;;;
5030137;92577;;0;Fulano(a) 711;;;12.345.678/0001-676;;;;;;;;;;;12.123.123-709;;;;Rua dos Candidatos, Escola Advbox, n 711;;;Alto Barroca;;Floripa;SC;;(00) 1234-5115;;(00) 9999-1819;;;;;;;JU;2;1;13/12/2012 12:34;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 711;;12.345.678/0001-676;;0;;;;;;;;;;;
13753379;92577;;0;Fulano(a) 712;;;12.345.678/0001-677;;;;;;;;CA;;;12.123.123-710;;Carpinteiro;Brasileira;Rua dos Candidatos, Escola Advbox, n 712;;;Mangueiras;;Florianopolis;SC;;(00) 1234-5116;;(00) 9999-1820;;;;;;;FI;2;1;19/07/2016 19:52;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 712;;12.345.678/0001-677;;0;;;;;;;;;;;
13966195;92577;;0;Fulano(a) 713;;;12.345.678/0001-678;;;;;;;;CA;;;12.123.123-711;24/04/1963 00:00;Industriário;Brasileira;Rua dos Candidatos, Escola Advbox, n 713;;;Iguaçu;;Florianopolis;SC;;(00) 1234-5117;;(00) 9999-1821;;;;;;;FI;1;1;18/08/2016 16:14;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 713;;12.345.678/0001-678;;0;;;6279;;587;;;;;;
13581721;92577;;0;Fulano(a) 714;;;12.345.678/0001-679;;;;;;;;CA;;;12.123.123-712;03/10/1988 00:00;;Brasileira;Rua dos Candidatos, Escola Advbox, n 714;;;;;Florianopolis;SC;;(00) 1234-5118;;(00) 9999-1822;;;;;;;FI;2;1;21/06/2016 15:21;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 714;;12.345.678/0001-679;;0;;;;;;;;;;;
13581340;92577;;0;Fulano(a) 715;;;12.345.678/0001-680;;;;;;;;CA;;;12.123.123-713;22/08/1978 00:00;Metalúgico;Brasileira;Rua dos Candidatos, Escola Advbox, n 715;;;Bethânia;;Floripa;Sc;;(00) 1234-5119;;(00) 9999-1823;;;;;;;FI;1;0;21/06/2016 15:01;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 715;;12.345.678/0001-680;;0;;;6280;;570;;;;;;
103138227;92577;;0;Fulano(a) 716;;;12.345.678/0001-681;;;;;;;;;;;12.123.123-714;09/10/1975 00:00;;Brasileira;Rua dos Candidatos, Escola Advbox, n 716;;;Centro;;Floripa;Sc;;(00) 1234-5120;;(00) 9999-1824;;;;;;;FI;1;0;04/12/2019 17:13;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 716;;12.345.678/0001-681;;0;;;;;1077;;;;;;
13591337;92577;;0;Fulano(a) 717;;;12.345.678/0001-682;;;;;;;;CA;;;12.123.123-715;23/09/1964 00:00;Industriário;Brasileira;Rua dos Candidatos, Escola Advbox, n 717;;;Iguacu;;Floripa;SC;;(00) 1234-5121;;(00) 9999-1825;;;;;;;FI;1;2;22/06/2016 16:05;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 717;;12.345.678/0001-682;;0;;;6279;;571;;;;;;
13771743;92577;;0;Fulano(a) 718;;;12.345.678/0001-683;;;;;;;;CA;;;12.123.123-716;04/09/1981 00:00;Agente Penitenciário;Brasileira;Rua dos Candidatos, Escola Advbox, n 718;;;Jardim Panorama;;Rib. Do Pinhal;PR;;(00) 1234-5122;;(00) 9999-1826;;;;;;;FI;1;1;22/07/2016 10:32;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 718;;12.345.678/0001-683;;0;;;6279;;579;;;;;;
4392443;92577;;0;Fulano(a) 719;;;12.345.678/0001-684;;;;;;;;SJ;;;12.123.123-717;17/02/1968 00:00;Aposentadoria;Brasileira;Rua dos Candidatos, Escola Advbox, n 719;;;Ideal;;Ribeirao do Pinhal;PR;;(00) 1234-5123;;(00) 9999-1827;;;;;;;FI;1;1;07/08/2012 10:48;;57759;;;;;;;;;;;;;;(00) 1234-5899;;;;0;0;;1;;FULANO(A) 719;;12.345.678/0001-684;;0;;;6280;;42;;;;;;
12924795;92577;;0;Fulano(a) 720;;;12.345.678/0001-685;;;;;;;;CA;;;12.123.123-718;11/08/1964 00:00;Tecnico Enfermagem;Brasileira;Rua dos Candidatos, Escola Advbox, n 720;;;Amaro Lanari;;Ribei. Pinhal;PR;;(00) 1234-5124;;(00) 9999-1828;;;;;;;FI;1;0;08/03/2016 15:50;;57759;;;;;;;;;;;;;;(00) 1234-5900;;;;0;0;;1;;FULANO(A) 720;;12.345.678/0001-685;;0;;;6279;;550;;;;;;
102416636;92577;;0;Fulano(a) 721;;;12.345.678/0001-686;;;;;;;;CA;;;12.123.123-719;20/08/1960 00:00;;Brasileira;Rua dos Candidatos, Escola Advbox, n 721;;;;;Floripa;SC;;(00) 1234-5125;;(00) 9999-1829;;;;;;;FI;1;0;04/07/2019 11:51;;57759;;;;;;;;;;;;;;(00) 1234-5901;;;;0;0;;1;;FULANO(A) 721;;12.345.678/0001-686;;0;;;;;986;;;;;;
8234229;92577;;0;Fulano(a) 722;;;12.345.678/0001-687;;;;;;;;CA;;;12.123.123-720;20/06/1939 00:00;Desempregada;Brasileiro;Rua dos Candidatos, Escola Advbox, n 722;;;Esperança;;Florianopolis;SC;;(00) 1234-5126;;(00) 9999-1830;;;;;;;FI;1;0;31/03/2014 10:32;;57759;;;;;;;;;;;;;;(00) 1234-5902;;;;0;0;;1;;FULANO(A) 722;;12.345.678/0001-687;;0;;;7461;;307;;;;;;
11121147;92577;;0;Fulano(a) 723;;;12.345.678/0001-688;;;;;;;;CA;;;12.123.123-721;28/02/1949 00:00;Auxiliar de Serviços;Brasileiro;Rua dos Candidatos, Escola Advbox, n 723;;;Cidade Nobre;;Florianopolis;SC;;(00) 1234-5127;;(00) 9999-1831;;;;;;;FI;1;0;04/06/2015 09:25;;57759;;;;;;;;;;;;;;(00) 1234-5903;;;;0;0;;1;;FULANO(A) 723;;12.345.678/0001-688;;0;;;6279;;461;;;;;;
15981701;92577;;0;Fulano(a) 724;;;12.345.678/0001-689;;;;;;;;SO;;;12.123.123-722;09/02/1995 00:00;Operador de Produção;Brasileira;Rua dos Candidatos, Escola Advbox, n 724;;;Bom Jardim;;Florianopolis;SC;;(00) 1234-5128;;(00) 9999-1832;;;;;;;FI;1;1;04/09/2017 12:27;;57759;;;;;;;;;;;;;;(00) 1234-5904;;;;0;0;;1;;FULANO(A) 724;;12.345.678/0001-689;;100040197;;;6279;;724;;;;;;
5090244;92577;;0;Fulano(a) 725;;;12.345.678/0001-690;;;;;;;;CA;;;12.123.123-723;08/10/1954 00:00;Desempregado;Brasileira;Rua dos Candidatos, Escola Advbox, n 725;;;Bom Jardim;;Floripa;Sc;;(00) 1234-5129;;(00) 9999-1833;;;;;;;FI;1;0;31/12/2012 10:05;;57759;;;;;;;;;;;;;;(00) 1234-5905;;;;0;0;;1;;FULANO(A) 725;;12.345.678/0001-690;;0;;;6279;;150;;;;;;
12108973;92577;;0;Fulano(a) 726;;;12.345.678/0001-691;;;;;;;;CA;;;12.123.123-724;20/12/1970 00:00;Industriario;Brasileiro;Rua dos Candidatos, Escola Advbox, n 726;;;Iguacu;;Floripa;SC;;(00) 1234-5130;;(00) 9999-1834;;;;;;;FI;1;2;26/10/2015 09:54;;57759;;;;;;;;;;;;;;(00) 1234-5906;;;;0;0;;1;;FULANO(A) 726;;12.345.678/0001-691;;0;;;6279;;508;;;;;;
4505603;92577;;0;Fulano(a) 727;;;12.345.678/0001-692;;;;;;;;CA;;;12.123.123-725;09/02/1963 00:00;Mecânico;Brasileira;Rua dos Candidatos, Escola Advbox, n 727;;;Canaã;;Florianopolis;SC;;(00) 1234-5131;;(00) 9999-1835;;;;;;;FI;1;0;28/08/2012 13:02;;57759;;;;;;;;;;;;;;(00) 1234-5907;;;;0;0;;1;;FULANO(A) 727;;12.345.678/0001-692;;0;;;6279;;76;;;;;;
13903133;92577;;0;Fulano(a) 728;;;12.345.678/0001-693;;;;;;;;CA;;;12.123.123-726;14/03/1959 00:00;Desempregado;Brasileira;Rua dos Candidatos, Escola Advbox, n 728;;;Cidade Nova;;Florianopolis;SC;;(00) 1234-5132;;(00) 9999-1836;;;;;;;FI;1;1;09/08/2016 16:56;;57759;;;;;;;;;;;;;;(00) 1234-5908;;;;0;0;;1;;FULANO(A) 728;;12.345.678/0001-693;;0;;;6279;;585;;;;;;
15299763;92577;;0;Fulano(a) 729;;;12.345.678/0001-694;;;;;;;;;;;12.123.123-727;;;;Rua dos Candidatos, Escola Advbox, n 729;;;;;Florianopolis;SC;;(00) 1234-5133;;(00) 9999-1837;;;;;;;FI;3;1;02/05/2017 09:49;;0;;;;;;;;;;;;;;(00) 1234-5909;;;;0;0;;1;;FULANO(A) 729;;12.345.678/0001-694;;0;;;;4;;;;;;;
101692871;92577;;0;Fulano(a) 730;;;12.345.678/0001-695;;;;;;;;CA;;;12.123.123-728;24/10/1973 00:00;Mecânico de Manutenção;Brasileira;Rua dos Candidatos, Escola Advbox, n 730;;;Barra Alegre;;Floripa;Sc;;(00) 1234-5134;;(00) 9999-1838;;;;;;;FI;1;1;24/01/2019 10:08;;57759;;;;;(31) 98724-0555;;;;;;;;;(00) 1234-5910;;;;0;0;;1;;FULANO(A) 730;;12.345.678/0001-695;;0;;;100001681;;906;;;;;;
5090940;92577;;0;Fulano(a) 731;;;12.345.678/0001-696;;;;;;;;CA;;;12.123.123-729;30/06/1961 00:00;Aposentado;Brasileira;Rua dos Candidatos, Escola Advbox, n 731;;;Rosário;;Floripa;Sc;;(00) 1234-5135;;(00) 9999-1839;;;;;;;FI;1;1;02/01/2013 10:09;;57759;;;;;;;;;;;;;;(00) 1234-5911;;;;0;0;;1;;FULANO(A) 731;;12.345.678/0001-696;;0;;;6279;;151;;;;;;
4392080;92577;;0;Fulano(a) 732;;;12.345.678/0001-697;;;;;;;;CA;;;12.123.123-730;;;Brasileira;Rua dos Candidatos, Escola Advbox, n 732;;;Ideal;;Floripa;SC;;(00) 1234-5136;;(00) 9999-1840;;;;;;;FI;2;1;07/08/2012 10:15;;0;;;;;;;;;;;;;;(00) 1234-5912;;;;0;0;;1;;FULANO(A) 732;;12.345.678/0001-697;;0;;;;;;;;;;;
101947517;92577;;0;Fulano(a) 733;;;12.345.678/0001-698;;;;;;;;CA;;;12.123.123-731;19/10/1993 00:00;Acabador;Brasileira;Rua dos Candidatos, Escola Advbox, n 733;;;Distrito de Quartel do Sacramento;;Rib. Do Pinhal;PR;;(00) 1234-5137;;(00) 9999-1841;;;;;;;FI;1;1;21/03/2019 14:31;;57759;;;;;;;;;;;;;;(00) 1234-5913;;;;0;0;;1;;FULANO(A) 733;;12.345.678/0001-698;;0;;;6279;;934;;;;;;
14148118;92577;;0;Fulano(a) 734;;;12.345.678/0001-699;;;;;;;;;;;12.123.123-732;;;;Rua dos Candidatos, Escola Advbox, n 734;;;;;Ribeirao do Pinhal;PR;;(00) 1234-5138;;(00) 9999-1842;;;;;;;FI;2;1;20/09/2016 15:08;;0;;;;;;;;;;;;;;(00) 1234-5914;;;;0;0;;1;;FULANO(A) 734;;12.345.678/0001-699;;0;;;;;;;;;;;
12480380;92577;;0;Fulano(a) 735;;;12.345.678/0001-700;;;;;;;;CA;;;12.123.123-733;26/02/1983 00:00;Militar;Brasileira;Rua dos Candidatos, Escola Advbox, n 735;;;Califórnia;;Ribei. Pinhal;PR;;(00) 1234-5139;;(00) 9999-1843;;;;;;;FI;1;0;16/12/2015 18:59;;57759;;;;;;;;;;;;;;(00) 1234-5915;;;;0;0;;1;;FULANO(A) 735;;12.345.678/0001-700;;0;;;6279;;526;;;;;;
4251860;92577;;0;Fulano(a) 736;;;12.345.678/0001-701;;;;;;;;CA;;;12.123.123-734;10/06/1962 00:00;Aposentado;Brasileira;Rua dos Candidatos, Escola Advbox, n 736;;;Bom Jardim;;Floripa;SC;;(00) 1234-5140;;(00) 9999-1844;;;;;;;FI;1;1;11/07/2012 15:43;;57759;;;;;;;;;;;;;;(00) 1234-5916;;;;0;0;;1;;FULANO(A) 736;;12.345.678/0001-701;;0;;;6279;;8;;;;;;
10075418;92577;;0;Fulano(a) 737;;;12.345.678/0001-702;;;;;;;;CA;;;12.123.123-735;16/12/1983 00:00;Coordenador Operacional;Brasileiro;Rua dos Candidatos, Escola Advbox, n 737;;;Bethânia;;Florianopolis;SC;;(00) 1234-5141;;(00) 9999-1845;;;;;;;FI;1;0;08/01/2015 15:06;;57759;;;;;;;;;;;;;;(00) 1234-5917;;;;0;0;;1;;FULANO(A) 737;;12.345.678/0001-702;;0;;;6331;;400;;;;;;
14578860;92577;;0;Fulano(a) 738;;;12.345.678/0001-703;;;;;;;;CA;;;12.123.123-736;04/06/1962 00:00;Industriário;Brasileiro;Rua dos Candidatos, Escola Advbox, n 738;;;Limoeiro;;Florianopolis;SC;;(00) 1234-5142;;(00) 9999-1846;;;;;;;FI;1;0;16/12/2016 09:24;;57759;;;;;;;;;;;;;;(00) 1234-5918;;;;0;0;;1;;FULANO(A) 738;;12.345.678/0001-703;;0;;;6280;;615;;;;;;
15271938;92577;;0;Fulano(a) 739;;;12.345.678/0001-704;;;;;;;;SO;;;12.123.123-737;01/01/1982 00:00;Industriario;Brasileira;Rua dos Candidatos, Escola Advbox, n 739;;;Vila Celeste;;Florianopolis;SC;;(00) 1234-5143;;(00) 9999-1847;;;;;;;FI;1;1;26/04/2017 10:46;;57759;;;;;;;;;;;;;;(00) 1234-5919;;;;0;0;;1;;FULANO(A) 739;;12.345.678/0001-704;;0;;;6279;;669;;;;;;
12259390;92577;;0;Fulano(a) 740;;;12.345.678/0001-705;;;;;;;;CA;;;12.123.123-738;19/03/1995 00:00;Auxiliar Administrativo;Brasileira;Rua dos Candidatos, Escola Advbox, n 740;;;Veneza;;Floripa;Sc;;(00) 1234-5144;;(00) 9999-1848;;;;;;;FI;1;0;13/11/2015 09:52;;57759;;;;;;;;;;;;;;(00) 1234-5920;;;;0;0;;1;;FULANO(A) 740;;12.345.678/0001-705;;0;;;6279;;516;;;;;;
104496029;92577;;0;Fulano(a) 741;;;12.345.678/0001-706;;;;;;;;DV;;;12.123.123-739;15/11/1968 00:00;Operador;Brasileira;Rua dos Candidatos, Escola Advbox, n 741;;;Ideal;;Floripa;Sc;;(00) 1234-5145;;(00) 9999-1849;;;;;;;FI;1;0;25/11/2020 15:45;;57759;;;;;(31) 98779-4484;;;;;;;;;(00) 1234-5921;;;;0;0;;1;;FULANO(A) 741;;12.345.678/0001-706;;100040196;;;;;1182;;;;;;4
4285093;92577;;0;Fulano(a) 742;;;12.345.678/0001-707;;;;;;;;CA;;;12.123.123-740;18/08/1959 00:00;Aposentado;Brasileira;Rua dos Candidatos, Escola Advbox, n 742;;;Bethânia;;Floripa;SC;;(00) 1234-5146;;(00) 9999-1850;;;;;;;FI;1;1;18/07/2012 15:30;;57759;;;;;;;;;;;;;;(00) 1234-5922;;;;0;0;;1;;FULANO(A) 742;;12.345.678/0001-707;;0;;;6280;;14;;;;;;
13957048;92577;;0;Fulano(a) 743;;;12.345.678/0001-708;;;;;;;;;;;12.123.123-741;;;Brasileira;Rua dos Candidatos, Escola Advbox, n 743;;;residencial esplanada II;;Rib. Do Pinhal;PR;;(00) 1234-5147;;(00) 9999-1851;;;;;;;FI;2;1;17/08/2016 14:52;;0;;;;;;;;;;;;;;(00) 1234-5923;;;;0;0;;1;;FULANO(A) 743;;12.345.678/0001-708;;0;;;;;;;;;;;
11116892;92577;;0;Fulano(a) 744;;;12.345.678/0001-709;;;;;;;;CA;;;12.123.123-742;25/12/1971 00:00;Industriário;Brasileiro;Rua dos Candidatos, Escola Advbox, n 744;;;Cariru;;Ribeirao do Pinhal;PR;;(00) 1234-5148;;(00) 9999-1852;;;;;;;FI;1;1;03/06/2015 14:09;;57759;;;;;;;;;;;;;;(00) 1234-5924;;;;0;0;;1;;FULANO(A) 744;;12.345.678/0001-709;;0;;;6331;;460;;;;;;
15441751;92577;;0;Fulano(a) 745;;;12.345.678/0001-710;;;;;;;;;;;12.123.123-743;;;;Rua dos Candidatos, Escola Advbox, n 745;;;;;Ribei. Pinhal;PR;;(00) 1234-5149;;(00) 9999-1853;;;;;;;FI;3;1;26/05/2017 11:30;;0;;;;;;;;;;;;;;(00) 1234-5925;;;;0;0;;1;;FULANO(A) 745;;12.345.678/0001-710;;0;;;;4;;;;;;;
100828157;92577;;0;Fulano(a) 746;;;12.345.678/0001-711;;;;;;;;CA;;;12.123.123-744;16/03/1985 00:00;;Brasileira;Rua dos Candidatos, Escola Advbox, n 746;;;Jardim Vitória;;Floripa;SC;;(00) 1234-5150;;(00) 9999-1854;;;;;;;FI;1;1;28/06/2018 16:39;;57759;;;;;;;;;;;;;;(00) 1234-5926;;;;0;0;;1;;FULANO(A) 746;;12.345.678/0001-711;;0;;;;;837;;;;;;
14239914;92577;;0;Fulano(a) 747;;;12.345.678/0001-712;;;;;;;;CA;;;12.123.123-745;20/01/1970 00:00;Industriário;Brasileira;Rua dos Candidatos, Escola Advbox, n 747;;;Meireles;;Florianopolis;SC;;(00) 1234-5151;;(00) 9999-1855;;;;;;;FI;1;2;07/10/2016 09:49;;57759;;;;;;;;;;;;;;(00) 1234-5927;;;;0;0;;1;;FULANO(A) 747;;12.345.678/0001-712;;0;;;6279;;596;;;;;;
105920339;92577;;0;Fulano(a) 748;;;12.345.678/0001-713;;;;;;;;CA;;;12.123.123-746;31/01/1973 00:00;Mecânico Manutenção;Brasileiro;Rua dos Candidatos, Escola Advbox, n 748;;;Bom Jardim;;Florianopolis;SC;;(00) 1234-5152;;(00) 9999-1856;;;;;;;FI;1;2;24/11/2021 13:03;;57759;;;;;;;;;;;;;;(00) 1234-5928;;;;0;0;;1;;FULANO(A) 748;;12.345.678/0001-713;;0;;;;;1343;;;;;;5
14240806;92577;;0;Fulano(a) 749;;;12.345.678/0001-714;;;;;;;;;;;12.123.123-747;;;;Rua dos Candidatos, Escola Advbox, n 749;;;;;Florianopolis;SC;;(00) 1234-5153;;(00) 9999-1857;;;;;;;JU;2;1;07/10/2016 11:04;;0;;;;;;;;;;;;;;(00) 1234-5929;;;;0;0;;1;;FULANO(A) 749;;12.345.678/0001-714;;0;;;;;;;;;;;
14242993;92577;;0;Fulano(a) 750;;;12.345.678/0001-715;;;;;;;;SO;;;12.123.123-748;23/11/1979 00:00;Ajudante de pedreiro;Brasileira;Rua dos Candidatos, Escola Advbox, n 750;;;Bethânia;;Floripa;Sc;;(00) 1234-5154;;(00) 9999-1858;;;;;;;FI;2;1;07/10/2016 15:03;;0;;;;;;;;;;;;;;(00) 1234-5930;;;;0;0;;1;;FULANO(A) 750;;12.345.678/0001-715;;0;;;;;;;;;;;
